sep_threshold,avg_speed,sigma,avg_evac_time,avg_panic
2.0,1.4,0.1,857.7375,0.1105608537676487
2.0,1.6,0.1,781.6375,0.10358915257728407
2.0,1.8,0.1,664.2416666666667,0.10633663439334269
2.0,2.0,0.1,628.6291666666667,0.10510273635172952
2.0,2.2,0.1,579.925,0.10112876254927404
2.0,1.2,0.1,1023.2458333333333,0.10986131154317103
2.0,1.4,0.1,872.5583333333333,0.10647078713897881
2.0,1.6,0.1,788.3125,0.107829685711
2.0,1.8,0.1,667.4708333333333,0.10728291304704639
2.0,2.0,0.1,624.9208333333333,0.10458536499782684
2.0,2.2,0.1,553.8083333333333,0.10364212236149513
2.0,1.2,0.1,983.6,0.10998406520949229
2.0,1.4,0.1,916.0833333333334,0.10886891970654222
2.0,1.6,0.1,752.675,0.10968030620041844
2.0,1.8,0.1,665.1083333333333,0.10497254641284634
2.0,2.0,0.1,615.9166666666666,0.10342977681969844
2.0,2.2,0.1,574.1291666666667,0.10188118695744851
2.0,1.2,0.1,1012.1208333333333,0.11119636482457716
2.0,1.4,0.1,866.7416666666667,0.10794977789897411
2.0,1.6,0.1,748.9791666666666,0.10804003981090513
2.0,1.8,0.1,679.6875,0.1053049653392371
2.0,2.0,0.1,594.9875,0.10550478951096993
2.0,2.2,0.1,566.55,0.10076422826645641
2.0,1.2,0.1,1043.1708333333333,0.10648732721339105
2.0,1.4,0.1,828.75,0.10750826547856691
2.0,1.6,0.1,774.0583333333333,0.10622888066446866
2.0,1.8,0.1,683.5666666666667,0.10555134986637357
2.0,2.0,0.1,622.9458333333333,0.10336529506332184
2.0,2.2,0.1,570.65,0.10113024554814656
2.0,1.2,0.1,1011.4875,0.1084195794658641
2.0,1.4,0.1,863.1041666666666,0.10619190952912012
2.0,1.6,0.1,748.8625,0.10669710151678416
2.0,1.8,0.1,774.4833333333333,0.10257430566072756
2.0,2.0,0.1,612.3541666666666,0.10329379488230478
2.0,2.2,0.1,559.5833333333334,0.1025228456430026
2.0,1.2,0.1,1001.7416666666667,0.1073776278078873
2.0,1.4,0.1,942.8875,0.104620085001704
2.0,1.6,0.1,737.7375,0.1104370926801502
2.0,1.8,0.1,661.4916666666667,0.10463576338953444
2.0,2.0,0.1,619.4166666666666,0.1034231028511852
2.0,2.2,0.1,559.5208333333334,0.10269167980076795
2.0,1.2,0.2,1018.6125,0.10544783313618639
2.0,1.4,0.2,895.8458333333333,0.10792588357247382
2.0,1.6,0.2,777.325,0.10697782803661816
2.0,1.8,0.2,689.5041666666667,0.10508856703140888
2.0,2.0,0.2,628.7625,0.10704744334394951
2.0,2.2,0.2,566.0416666666666,0.10080680022737394
2.0,1.2,0.2,1061.5166666666667,0.10783794207806043
2.0,1.4,0.2,856.1083333333333,0.10738143554842396
2.0,1.6,0.2,755.9083333333333,0.10760867039834729
2.0,1.8,0.2,727.6416666666667,0.10249400843557233
2.0,2.0,0.2,617.1041666666666,0.1052312324751043
2.0,2.2,0.2,565.0333333333333,0.10101633394681973
2.0,1.2,0.2,1025.5541666666666,0.10947917835376698
2.0,1.4,0.2,848.7625,0.10768100522829523
2.0,1.6,0.2,786.4833333333333,0.10385942204312247
2.0,1.8,0.2,680.9916666666667,0.10681598048507376
2.0,2.0,0.2,661.3875,0.10094529162269654
2.0,2.2,0.2,584.4583333333334,0.10165450990156319
2.0,1.2,0.2,1015.1958333333333,0.10977045388201816
2.0,1.4,0.2,895.8666666666667,0.10626868904597041
2.0,1.6,0.2,775.6458333333334,0.1057433928898674
2.0,1.8,0.2,697.9875,0.10412052772335374
2.0,2.0,0.2,649.7333333333333,0.10244120851470923
2.0,2.2,0.2,569.4541666666667,0.10316924212650429
2.0,1.2,0.2,1068.6916666666666,0.1049747363307751
2.0,1.4,0.2,902.5416666666666,0.10627829113178427
2.0,1.6,0.2,797.7791666666667,0.10728949386763391
2.0,1.8,0.2,717.4208333333333,0.1051264709375209
2.0,2.0,0.2,624.4208333333333,0.10430489470849927
2.0,2.2,0.2,593.7833333333333,0.10287021055285589
2.0,1.2,0.2,1021.0583333333333,0.10911635345377522
2.0,1.4,0.2,863.5291666666667,0.11017829678438473
2.0,1.6,0.2,797.2291666666666,0.10558504494457267
2.0,1.8,0.2,770.8083333333333,0.10228561482545985
2.0,2.0,0.2,638.7333333333333,0.10187078014973146
2.0,2.2,0.2,587.0541666666667,0.10169523874194653
2.0,1.2,0.2,1036.05,0.10857174273918835
2.0,1.4,0.2,855.1833333333333,0.1079468697459391
2.0,1.6,0.2,791.025,0.10692053257690773
2.0,1.8,0.2,692.7416666666667,0.1060984166617882
2.0,2.0,0.2,627.6458333333334,0.1035613508329686
2.0,2.2,0.2,561.7333333333333,0.10274709907123634
2.0,1.2,0.2,995.5833333333334,0.10944686250943808
2.0,1.4,0.2,858.4541666666667,0.10650700246043869
2.0,1.6,0.2,784.6708333333333,0.10428521071480976
2.0,1.8,0.2,690.95,0.10513354459508227
2.0,2.0,0.2,642.2916666666666,0.10411222234983765
2.0,2.2,0.2,575.9041666666667,0.10305594772389556
2.0,1.2,0.2,1011.6333333333333,0.10941347037937313
2.0,1.4,0.2,876.4541666666667,0.1087104962833718
2.0,1.6,0.2,749.0166666666667,0.10921869774422481
2.0,1.8,0.2,689.4166666666666,0.10516607200701282
2.0,2.0,0.2,625.6583333333333,0.10246260659374842
2.0,2.2,0.2,564.3333333333334,0.10207817815226004
2.0,1.2,0.2,998.3083333333333,0.11024517033615557
2.0,1.4,0.2,865.9083333333333,0.10797294918656476
2.0,1.6,0.2,770.275,0.10503656259549699
2.0,1.8,0.2,671.35,0.10527168919458993
2.0,2.0,0.2,647.3458333333333,0.10286622983687338
2.0,2.2,0.2,577.8833333333333,0.10428309453608033
2.0,1.2,0.3,1013.45,0.10880764086476846
2.0,1.4,0.3,912.1541666666667,0.10858567890086596
2.0,1.6,0.3,802.475,0.1075843619931293
2.0,1.8,0.3,718.6416666666667,0.1038042267094313
2.0,2.0,0.3,657.7208333333333,0.10675424481027565
2.0,2.2,0.3,613.9,0.10009795418027287
2.0,1.2,0.3,1142.1291666666666,0.10795230714415659
2.0,1.4,0.3,919.9833333333333,0.10704181582521247
2.0,1.6,0.3,824.0916666666667,0.10562874852305289
2.0,1.8,0.3,739.4208333333333,0.10489076278900368
2.0,2.0,0.3,635.0833333333334,0.10274631503449583
2.0,2.2,0.3,611.525,0.10314398306443791
2.0,1.2,0.3,1067.2458333333334,0.11023726840416558
2.0,1.4,0.3,924.6666666666666,0.10898055027796201
2.0,1.6,0.3,830.8541666666666,0.1032561489194539
2.0,1.8,0.3,721.3083333333333,0.10586978972359204
2.0,2.0,0.3,653.9083333333333,0.10341344763846647
2.0,2.2,0.3,583.4541666666667,0.10024867484183113
2.0,1.2,0.3,1018.3375,0.10970250592166561
2.0,1.4,0.3,890.325,0.10827777289433088
2.0,1.6,0.3,879.9625,0.10313977577148928
2.0,1.8,0.3,755.6583333333333,0.10772440061036291
2.0,2.0,0.3,640.2,0.10172468554617269
2.0,2.2,0.3,595.6041666666666,0.10449730018839949
